CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
30858,NO24SE 2528,Meigle,"Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",328720,744590,PERTH AND KINROSS,PERTHSHIRE,MEIGLE,NO 2872 4459,http://canmore.org.uk/site/30858
30859,NO24SE 2529,Meigle,"Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",328720,744590,PERTH AND KINROSS,PERTHSHIRE,MEIGLE,NO 2872 4459,http://canmore.org.uk/site/30859
30862,NO24SE 2531,Meigle,"Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",328720,744590,PERTH AND KINROSS,PERTHSHIRE,MEIGLE,NO 2872 4459,http://canmore.org.uk/site/30862
30863,NO24SE 2532,Meigle,"Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",328720,744590,PERTH AND KINROSS,PERTHSHIRE,MEIGLE,NO 2872 4459,http://canmore.org.uk/site/30863
30868,NO24SE 258,Meigle,Pictish Symbol Stone (Pictish),328720,744590,PERTH AND KINROSS,PERTHSHIRE,MEIGLE,NO 2872 4459,http://canmore.org.uk/site/30868
31880,NO33NE 72,Strathmartine,"Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",337840,735250,ANGUS,ANGUS,MAINS AND STRATHMARTINE (ANGUS),NO 3784 3525,http://canmore.org.uk/site/31880
32255,NO35NW 31,Kingoldrum,"Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",333400,755000,ANGUS,ANGUS,KINGOLDRUM,NO 334 550,http://canmore.org.uk/site/32255
32300,NO35SE 202,Kirriemuir,"Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",338950,754480,ANGUS,ANGUS,KIRRIEMUIR,NO 3895 5448,http://canmore.org.uk/site/32300
32301,NO35SE 203,Kirriemuir,"Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",338950,754480,ANGUS,ANGUS,KIRRIEMUIR,NO 3895 5448,http://canmore.org.uk/site/32301
33409,NO43SE 252,Monifieth,"Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",349530,732350,ANGUS,ANGUS,MONIFIETH (ANGUS),NO 4953 3235,http://canmore.org.uk/site/33409
34845,NO55NW 61,Woodrae Castle,"Cross Slab(S) (Pictish), Pictish Symbol Stone(S) (Pictish)",351850,756630,ANGUS,ANGUS,ABERLEMNO,NO 5185 5663,http://canmore.org.uk/site/34845
34863,NO55NW 83,Aberlemno 3,"Cross Base (Pictish), Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",352243,755869,ANGUS,ANGUS,ABERLEMNO,NO 52243 55869,http://canmore.org.uk/site/34863
35571,NO64SW 32,St Vigeans,"Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",363830,742940,ANGUS,ANGUS,ARBROATH AND ST VIGEANS,NO 6383 4294,http://canmore.org.uk/site/35571
36230,NO75NW 21,"Inchbraoch, Braoch Road","Cross Slab (Pictish), Pictish Symbol Stone (Pictish)(Possible), Pictish Symbol Stone (Pictish)",370930,756750,ANGUS,ANGUS,MONTROSE,NO 7093 5675,http://canmore.org.uk/site/36230
54197,NT41SW 3,Borthwick Mains,Pictish Symbol Stone (Pictish)(Possible),343728,614111,"SCOTTISH BORDERS, THE",ROXBURGHSHIRE,ROBERTON,NT 43728 14111,http://canmore.org.uk/site/54197
72108,HU42NW 51,Mail Cemetery,Pictish Symbol Stone (Pictish),443300,1127900,SHETLAND ISLANDS,SHETLAND,DUNROSSNESS,HU 4330 2790,http://canmore.org.uk/site/72108
79892,NO34SE 16,"Wester Denoon, Cross-slab","Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",335020,743390,ANGUS,ANGUS,GLAMIS,NO 3502 4339,http://canmore.org.uk/site/79892
100617,NO20NE 31,"Falkland Palace, Pictish Symbol Stones",Pictish Symbol Stone(S) (Pictish),325360,707440,FIFE,FIFE,FALKLAND,NO 2536 0744,http://canmore.org.uk/site/100617
107566,NO59NE 182,"Birse Parish Church, Manse, Walled Garden, Pictish Symbol Stone","Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",355500,797300,ABERDEENSHIRE,ABERDEENSHIRE,BIRSE,NO 555 973,http://canmore.org.uk/site/107566
132406,HY30SW 39,Orphir,Pictish Symbol Stone(S) (Pictish),333000,1004000,ORKNEY ISLANDS,ORKNEY,ORPHIR,HY 33 04,http://canmore.org.uk/site/132406
191750,NJ72SE 114,Inverurie,Pictish Symbol Stone (Pictish),378020,820620,ABERDEENSHIRE,ABERDEENSHIRE,INVERURIE,NJ 7802 2062,http://canmore.org.uk/site/191750
288643,NJ40NW 22,"Migvie Churchyard, Symbol Stone","Cross Slab (9th Century), Pictish Symbol Stone (Pictish)",343652,806822,ABERDEENSHIRE,ABERDEENSHIRE,LOGIE-COLDSTONE,NJ 43652 06822,http://canmore.org.uk/site/288643
319201,NJ16NW 51,Burghead,Pictish Symbol Stone (Pictish),310880,869140,MORAY,MORAYSHIRE,DUFFUS,NJ 1088 6914,http://canmore.org.uk/site/319201
319203,NJ16NW 53,Burghead,Pictish Symbol Stone (Pictish),310880,869140,MORAY,MORAYSHIRE,DUFFUS,NJ 1088 6914,http://canmore.org.uk/site/319203
319204,NJ16NW 54,Burghead,Pictish Symbol Stone (Pictish),310880,869140,MORAY,MORAYSHIRE,DUFFUS,NJ 1088 6914,http://canmore.org.uk/site/319204
319205,NJ16NW 55,Burghead,Pictish Symbol Stone (Pictish),310880,869140,MORAY,MORAYSHIRE,DUFFUS,NJ 1088 6914,http://canmore.org.uk/site/319205
319206,NJ16NW 56,Burghead,Pictish Symbol Stone (Pictish),310880,869140,MORAY,MORAYSHIRE,DUFFUS,NJ 1088 6914,http://canmore.org.uk/site/319206
319450,NL68NW 21,Pabbay,"Cross Slab (Pictish), Pictish Symbol Stone (Pictish)",60720,787450,WESTERN ISLES,INVERNESS-SHIRE,BARRA,NL 6072 8745,http://canmore.org.uk/site/319450
319516,NJ02NE 11,"Parc-an-caipel, Congash, Congash 1",Pictish Symbol Stone (Pictish),305792,826204,HIGHLAND,INVERNESS-SHIRE,ABERNETHY AND KINCARDINE,NJ 05792 26204,http://canmore.org.uk/site/319516
319517,NJ02NE 12,"Parc-an-caipel, Congash, Congash 2",Pictish Symbol Stone (Early Medieval),305789,826204,HIGHLAND,INVERNESS-SHIRE,ABERNETHY AND KINCARDINE,NJ 05789 26204,http://canmore.org.uk/site/319517
319615,NO88SE 21,Dunnicaer,Pictish Symbol Stone (Pictish),388400,784700,ABERDEENSHIRE,KINCARDINESHIRE,DUNNOTTAR,NO 884 847,http://canmore.org.uk/site/319615
319616,NO88SE 22,Dunnicaer,Pictish Symbol Stone (Pictish),388210,784640,ABERDEENSHIRE,KINCARDINESHIRE,DUNNOTTAR,NO 8821 8464,http://canmore.org.uk/site/319616
319617,NO88SE 23,Dunnicaer,Pictish Symbol Stone (Pictish),388210,784640,ABERDEENSHIRE,KINCARDINESHIRE,DUNNOTTAR,NO 8821 8464,http://canmore.org.uk/site/319617
319618,NO88SE 24,Dunnicaer,Pictish Symbol Stone (Pictish),388210,784640,ABERDEENSHIRE,KINCARDINESHIRE,DUNNOTTAR,NO 8821 8464,http://canmore.org.uk/site/319618
319620,NO88SE 26,Dunnicaer,Pictish Symbol Stone (Pictish),388210,784640,ABERDEENSHIRE,KINCARDINESHIRE,DUNNOTTAR,NO 8821 8464,http://canmore.org.uk/site/319620
319861,NJ33NW 139,"Mortlach, Mortlach 2",Pictish Symbol Stone (Pictish),332410,839240,MORAY,BANFFSHIRE,MORTLACH,NJ 3241 3924,http://canmore.org.uk/site/319861
319880,ND35SW 121,"Ackergill Links, Ackergill 1",Pictish Symbol Stone (Pictish),334830,954990,HIGHLAND,CAITHNESS,WICK,ND 3483 5499,http://canmore.org.uk/site/319880
